43,62,13,Citizen630,-10.0,love, sadness, fear
235,93,38,Citizen565,-10.0,hope, disgust, stress
235,93,38,Citizen572,-10.0,happiness, frustration, conflict
235,93,38,Citizen747,-10.0,frustration, guilt, peace
235,93,38,Citizen272,10.0,joy, kindness, sadness
235,93,38,Citizen425,-30.0,guilt, frustration, shame
235,93,38,Citizen328,30.0,hope, kindness, contentment
872,88,16,Citizen43,30.0,anarchy, peace, conflict
872,88,16,Citizen361,-10.0,anarchy, peace, conflict
872,88,16,Citizen695,30.0,anarchy, peace, conflict
872,88,16,Citizen275,10.0,anarchy, peace, conflict
872,88,16,Citizen977,10.0,anarchy, peace, conflict
872,88,16,Citizen869,-10.0,anarchy, peace, conflict
872,88,16,Citizen942,10.0,anarchy, peace, conflict
872,88,16,Citizen518,-10.0,anarchy, peace, conflict
872,88,16,Citizen202,30.0,anarchy, peace, conflict
872,88,16,Citizen111,30.0,anarchy, peace, conflict
872,88,16,Citizen410,-10.0,anarchy, peace, conflict
872,88,16,Citizen504,-30.0,anarchy, peace, conflict
872,88,16,Citizen616,30.0,anarchy, peace, conflict
872,88,16,Citizen73,10.0,anarchy, peace, conflict
616,103,92,Citizen862,-30.0,frustration, fear, frustration
899,31,60,Citizen60,30.0,serenity, peace, love
899,31,60,Citizen8,-10.0,harmony, disgust, shame
899,31,60,Citizen557,10.0,serenity, hope, frustration
899,31,60,Citizen375,30.0,hope, love, joy
899,31,60,Citizen8,10.0,love, hope, conflict
899,31,60,Citizen284,-10.0,fear, stress, serenity
899,31,60,Citizen882,10.0,frustration, hope, serenity
899,31,60,Citizen710,10.0,joy, serenity, fear
899,31,60,Citizen697,-10.0,contentment, envy, guilt
899,31,60,Citizen926,-10.0,envy, happiness, conflict
651,55,52,Citizen675,10.0,democracy, conflict, stress
651,55,52,Citizen478,30.0,democracy, conflict, stress
651,55,52,Citizen720,30.0,democracy, conflict, stress
651,55,52,Citizen775,30.0,democracy, conflict, stress
651,55,52,Citizen113,30.0,democracy, conflict, stress
651,55,52,Citizen311,30.0,democracy, conflict, stress
651,55,52,Citizen111,30.0,democracy, conflict, stress
651,55,52,Citizen381,10.0,democracy, conflict, stress
651,55,52,Citizen72,10.0,democracy, conflict, stress
651,55,52,Citizen166,10.0,democracy, conflict, stress
651,55,52,Citizen609,30.0,democracy, conflict, stress
651,55,52,Citizen855,10.0,democracy, conflict, stress
651,55,52,Citizen623,-30.0,democracy, conflict, stress
651,55,52,Citizen710,10.0,democracy, conflict, stress
651,55,52,Citizen420,-10.0,democracy, conflict, stress
651,55,52,Citizen943,-10.0,democracy, conflict, stress
36,73,52,Citizen835,-10.0,anger, shame, contentment
36,73,52,Citizen644,10.0,hope, conflict, contentment
36,73,52,Citizen601,10.0,guilt, gratitude, gratitude
36,73,52,Citizen485,-10.0,gratitude, stress, envy
36,73,52,Citizen609,-10.0,guilt, love, conflict
36,73,52,Citizen707,-10.0,peace, guilt, envy
36,73,52,Citizen578,10.0,sadness, love, happiness
36,73,52,Citizen835,10.0,contentment, sadness, harmony
36,73,52,Citizen71,-10.0,fear, happiness, sadness
36,73,52,Citizen681,-30.0,disgust, shame, disgust
36,73,52,Citizen679,10.0,anger, kindness, kindness
36,73,52,Citizen537,-30.0,shame, conflict, frustration
282,42,12,Citizen533,30.0,peace, contentment, hope
282,42,12,Citizen35,-10.0,fear, happiness, stress
282,42,12,Citizen962,30.0,harmony, harmony, joy
282,42,12,Citizen594,-10.0,serenity, fear, disgust
282,42,12,Citizen888,30.0,hope, love, love
282,42,12,Citizen985,10.0,harmony, disgust, serenity
282,42,12,Citizen707,-10.0,kindness, sadness, envy
282,42,12,Citizen978,-30.0,shame, sadness, sadness
282,42,12,Citizen859,10.0,fear, happiness, peace
282,42,12,Citizen773,-10.0,joy, shame, guilt
282,42,12,Citizen514,10.0,joy, happiness, anger
899,35,60,Citizen908,-10.0,envy, joy, anger
899,35,60,Citizen14,10.0,shame, harmony, contentment
899,35,60,Citizen455,30.0,happiness, happiness, kindness
899,35,60,Citizen761,10.0,serenity, hope, anger
899,35,60,Citizen875,10.0,gratitude, anger, harmony
899,35,60,Citizen19,-10.0,guilt, disgust, hope
899,35,60,Citizen60,30.0,serenity, peace, love
899,35,60,Citizen8,-10.0,harmony, disgust, shame
899,35,60,Citizen557,10.0,serenity, hope, frustration
899,35,60,Citizen375,30.0,hope, love, joy
899,35,60,Citizen8,10.0,love, hope, conflict
878,103,27,Citizen837,30.0,joy, hope, contentment
878,103,27,Citizen540,10.0,hope, guilt, joy
878,103,27,Citizen39,30.0,joy, love, peace
878,103,27,Citizen990,10.0,hope, contentment, guilt
976,25,24,Citizen403,-10.0,shame, harmony, fear
976,25,24,Citizen8,10.0,frustration, contentment, joy
976,25,24,Citizen492,10.0,guilt, happiness, love
976,25,24,Citizen804,30.0,joy, joy, joy
976,25,24,Citizen973,30.0,love, harmony, gratitude
976,25,24,Citizen968,-10.0,disgust, hope, fear
976,25,24,Citizen557,-10.0,joy, disgust, fear
976,25,24,Citizen153,10.0,happiness, joy, anger
976,25,24,Citizen694,10.0,love, fear, gratitude
976,25,24,Citizen838,-10.0,guilt, envy, love
976,25,24,Citizen224,-10.0,peace, shame, stress
976,25,24,Citizen53,-10.0,love, stress, shame
976,25,24,Citizen645,10.0,serenity, shame, peace
976,25,24,Citizen409,-10.0,kindness, shame, stress
976,25,24,Citizen632,-10.0,guilt, anger, peace
976,25,24,Citizen510,10.0,serenity, joy, fear
262,3,31,Citizen277,-10.0,frustration, frustration, happiness
262,3,31,Citizen742,10.0,stress, hope, joy
262,3,31,Citizen903,10.0,envy, peace, contentment
262,3,31,Citizen182,10.0,hope, joy, disgust
262,3,31,Citizen238,10.0,contentment, stress, love
262,3,31,Citizen487,-10.0,peace, anger, anger
262,3,31,Citizen906,30.0,gratitude, serenity, love
262,3,31,Citizen539,10.0,happiness, serenity, stress
262,3,31,Citizen100,-10.0,guilt, fear, happiness
262,3,31,Citizen506,-10.0,sadness, shame, happiness
262,3,31,Citizen759,30.0,peace, kindness, harmony
36,75,54,Citizen453,10.0,happiness, shame, joy
36,75,54,Citizen835,-10.0,anger, shame, contentment
36,75,54,Citizen681,10.0,hope, shame, gratitude
36,75,54,Citizen644,10.0,hope, conflict, contentment
36,75,54,Citizen601,10.0,guilt, gratitude, gratitude
36,75,54,Citizen485,-10.0,gratitude, stress, envy
36,75,54,Citizen609,-10.0,guilt, love, conflict
36,75,54,Citizen707,-10.0,peace, guilt, envy
36,75,54,Citizen445,10.0,love, kindness, shame
36,75,54,Citizen578,10.0,sadness, love, happiness
36,75,54,Citizen835,10.0,contentment, sadness, harmony
36,75,54,Citizen71,-10.0,fear, happiness, sadness
36,75,54,Citizen681,-30.0,disgust, shame, disgust
2,72,32,Citizen718,30.0,happiness, gratitude, serenity
2,72,32,Citizen619,30.0,happiness, gratitude, serenity
2,72,32,Citizen365,30.0,happiness, gratitude, serenity
2,72,32,Citizen647,30.0,happiness, gratitude, serenity
2,72,32,Citizen968,-10.0,happiness, gratitude, serenity
2,72,32,Citizen271,10.0,happiness, gratitude, serenity
2,72,32,Citizen211,30.0,happiness, gratitude, serenity
2,72,32,Citizen105,10.0,happiness, gratitude, serenity
616,104,91,No citizen detected.
616,105,96,No citizen detected.
899,32,60,Citizen19,-10.0,guilt, disgust, hope
899,32,60,Citizen60,30.0,serenity, peace, love
899,32,60,Citizen8,-10.0,harmony, disgust, shame
899,32,60,Citizen557,10.0,serenity, hope, frustration
899,32,60,Citizen375,30.0,hope, love, joy
899,32,60,Citizen8,10.0,love, hope, conflict
899,32,60,Citizen284,-10.0,fear, stress, serenity
899,32,60,Citizen882,10.0,frustration, hope, serenity
899,32,60,Citizen710,10.0,joy, serenity, fear
899,32,60,Citizen697,-10.0,contentment, envy, guilt
Some(2023-06-28 23:36:56),607,91,82,Citizen789,-10.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen745,30.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen948,30.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen135,30.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen641,10.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen318,30.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen233,-10.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen544,-30.0,hope, sadness, love
Some(2023-06-28 23:36:56),607,91,82,Citizen949,30.0,hope, sadness, love
651,54,53,Citizen775,30.0,peace, frustration, kindness
651,54,53,Citizen113,30.0,peace, frustration, kindness
651,54,53,Citizen311,30.0,peace, frustration, kindness
651,54,53,Citizen111,30.0,peace, frustration, kindness
651,54,53,Citizen381,10.0,peace, frustration, kindness
651,54,53,Citizen72,10.0,peace, frustration, kindness
651,54,53,Citizen166,10.0,peace, frustration, kindness
651,54,53,Citizen609,30.0,peace, frustration, kindness
651,54,53,Citizen855,10.0,peace, frustration, kindness
651,54,53,Citizen623,-30.0,peace, frustration, kindness
651,54,53,Citizen943,-10.0,peace, frustration, kindness
651,54,53,Citizen365,30.0,peace, frustration, kindness
464,42,4,Citizen771,10.0,shame, joy, contentment
464,42,4,Citizen764,-10.0,fear, happiness, disgust
464,42,4,Citizen525,10.0,peace, anger, love
464,42,4,Citizen634,30.0,harmony, love, gratitude
464,42,4,Citizen229,10.0,love, contentment, stress
464,42,4,Citizen34,10.0,frustration, contentment, love
464,42,4,Citizen132,-10.0,hope, shame, shame
464,42,4,Citizen944,-10.0,contentment, fear, envy
464,42,4,Citizen227,10.0,serenity, fear, gratitude
464,42,4,Citizen871,30.0,peace, peace, hope
464,42,4,Citizen298,-10.0,peace, stress, stress
464,42,4,Citizen394,-10.0,sadness, joy, disgust
464,42,4,Citizen751,-10.0,guilt, joy, sadness
911,7,2,Citizen707,30.0,stress, serenity, harmony
911,7,2,Citizen336,10.0,stress, serenity, harmony
911,7,2,Citizen574,10.0,stress, serenity, harmony
911,7,2,Citizen267,10.0,stress, serenity, harmony
911,7,2,Citizen982,10.0,stress, serenity, harmony
911,7,2,Citizen860,-10.0,stress, serenity, harmony
911,7,2,Citizen265,30.0,stress, serenity, harmony
911,7,2,Citizen785,10.0,stress, serenity, harmony
911,7,2,Citizen654,10.0,stress, serenity, harmony
607,92,82,Citizen229,30.0,serenity, anger, serenity
607,92,82,Citizen789,-10.0,serenity, anger, serenity
607,92,82,Citizen745,30.0,serenity, anger, serenity
607,92,82,Citizen948,30.0,serenity, anger, serenity
607,92,82,Citizen135,30.0,serenity, anger, serenity
607,92,82,Citizen641,10.0,serenity, anger, serenity
607,92,82,Citizen318,30.0,serenity, anger, serenity
607,92,82,Citizen233,-10.0,serenity, anger, serenity
607,92,82,Citizen544,-30.0,serenity, anger, serenity
607,92,82,Citizen949,30.0,serenity, anger, serenity
616,103,93,No citizen detected.
43,66,9,Citizen199,-10.0,serenity, sadness, disgust
43,66,9,Citizen956,-10.0,guilt, happiness, anger
43,66,9,Citizen520,10.0,harmony, serenity, conflict
43,66,9,Citizen630,-10.0,love, sadness, fear
43,66,9,Citizen817,30.0,happiness, harmony, happiness
43,66,9,Citizen494,-10.0,kindness, shame, disgust
43,66,9,Citizen817,10.0,harmony, anger, kindness
43,66,9,Citizen760,-10.0,conflict, love, anger
865,86,16,Citizen573,-10.0,joy, disgust, fear
865,86,16,Citizen543,-10.0,fear, kindness, envy
865,86,16,Citizen752,10.0,peace, stress, contentment
865,86,16,Citizen156,10.0,hope, envy, love
865,86,16,Citizen724,-10.0,happiness, disgust, anger
865,86,16,Citizen146,-10.0,frustration, peace, conflict
865,86,16,Citizen324,-30.0,shame, disgust, shame
865,86,16,Citizen176,-10.0,peace, stress, sadness
865,86,16,Citizen970,-10.0,shame, kindness, guilt
865,86,16,Citizen536,-10.0,guilt, stress, serenity
616,100,88,Citizen389,30.0,love, kindness, contentment
616,100,88,Citizen862,-30.0,frustration, fear, frustration
616,100,88,Citizen353,-10.0,guilt, frustration, gratitude
616,100,88,Citizen269,10.0,happiness, kindness, conflict
616,100,88,Citizen342,10.0,envy, gratitude, kindness
616,100,88,Citizen214,30.0,serenity, serenity, kindness
973,94,75,Citizen893,-10.0,love, fear, anarchy
973,94,75,Citizen191,10.0,love, fear, anarchy
973,94,75,Citizen636,30.0,love, fear, anarchy
973,94,75,Citizen710,-10.0,love, fear, anarchy
973,94,75,Citizen228,30.0,love, fear, anarchy
973,94,75,Citizen221,10.0,love, fear, anarchy
973,94,75,Citizen710,10.0,love, fear, anarchy
973,94,75,Citizen683,30.0,love, fear, anarchy
973,94,75,Citizen160,10.0,love, fear, anarchy
973,94,75,Citizen557,10.0,love, fear, anarchy
973,94,75,Citizen384,-30.0,love, fear, anarchy
973,94,75,Citizen175,10.0,love, fear, anarchy
973,94,75,Citizen902,10.0,love, fear, anarchy
282,46,12,Citizen397,-10.0,love, fear, shame
282,46,12,Citizen24,-10.0,anger, kindness, anger
282,46,12,Citizen558,-10.0,fear, joy, disgust
282,46,12,Citizen530,10.0,love, joy, guilt
282,46,12,Citizen533,30.0,peace, contentment, hope
282,46,12,Citizen35,-10.0,fear, happiness, stress
282,46,12,Citizen962,30.0,harmony, harmony, joy
282,46,12,Citizen594,-10.0,serenity, fear, disgust
282,46,12,Citizen888,30.0,hope, love, love
282,46,12,Citizen985,10.0,harmony, disgust, serenity
282,46,12,Citizen707,-10.0,kindness, sadness, envy
282,46,12,Citizen978,-30.0,shame, sadness, sadness
965,61,60,Citizen262,30.0,anger, conflict, harmony
965,61,60,Citizen620,30.0,anger, conflict, harmony
965,61,60,Citizen625,-10.0,anger, conflict, harmony
965,61,60,Citizen730,10.0,anger, conflict, harmony
965,61,60,Citizen528,30.0,anger, conflict, harmony
965,61,60,Citizen800,30.0,anger, conflict, harmony
965,61,60,Citizen80,30.0,anger, conflict, harmony
965,61,60,Citizen914,30.0,anger, conflict, harmony
965,61,60,Citizen175,10.0,anger, conflict, harmony
965,61,60,Citizen987,30.0,anger, conflict, harmony
965,61,60,Citizen525,10.0,anger, conflict, harmony
965,61,60,Citizen68,10.0,anger, conflict, harmony
965,61,60,Citizen94,-30.0,anger, conflict, harmony
965,61,60,Citizen628,10.0,anger, conflict, harmony
965,61,60,Citizen121,30.0,anger, conflict, harmony
965,61,60,Citizen290,30.0,anger, conflict, harmony
976,25,23,Citizen403,-10.0,shame, harmony, fear
976,25,23,Citizen8,10.0,frustration, contentment, joy
976,25,23,Citizen492,10.0,guilt, happiness, love
976,25,23,Citizen804,30.0,joy, joy, joy
976,25,23,Citizen973,30.0,love, harmony, gratitude
976,25,23,Citizen968,-10.0,disgust, hope, fear
976,25,23,Citizen557,-10.0,joy, disgust, fear
976,25,23,Citizen153,10.0,happiness, joy, anger
976,25,23,Citizen694,10.0,love, fear, gratitude
976,25,23,Citizen838,-10.0,guilt, envy, love
976,25,23,Citizen224,-10.0,peace, shame, stress
976,25,23,Citizen53,-10.0,love, stress, shame
976,25,23,Citizen645,10.0,serenity, shame, peace
976,25,23,Citizen409,-10.0,kindness, shame, stress
976,25,23,Citizen632,-10.0,guilt, anger, peace
976,25,23,Citizen510,10.0,serenity, joy, fear
328,44,42,Citizen410,10.0,harmony, stress, joy
328,44,42,Citizen769,10.0,contentment, conflict, happiness
328,44,42,Citizen418,10.0,love, contentment, disgust
328,44,42,Citizen860,30.0,hope, serenity, happiness
328,44,42,Citizen616,-10.0,frustration, shame, serenity
328,44,42,Citizen41,-30.0,disgust, sadness, conflict
328,44,42,Citizen597,-10.0,love, frustration, guilt
328,44,42,Citizen966,-10.0,disgust, stress, joy
328,44,42,Citizen271,-30.0,disgust, frustration, shame
328,44,42,Citizen33,30.0,serenity, harmony, kindness
238,44,22,Citizen628,30.0,freedom, fear, serenity
238,44,22,Citizen311,30.0,freedom, fear, serenity
238,44,22,Citizen1,10.0,freedom, fear, serenity
238,44,22,Citizen372,-10.0,freedom, fear, serenity
238,44,22,Citizen231,10.0,freedom, fear, serenity
238,44,22,Citizen222,-10.0,freedom, fear, serenity
238,44,22,Citizen32,-30.0,freedom, fear, serenity
282,40,9,Citizen888,30.0,hope, love, love
282,40,9,Citizen707,-10.0,kindness, sadness, envy
282,40,9,Citizen978,-30.0,shame, sadness, sadness
282,40,9,Citizen40,10.0,conflict, happiness, kindness
282,40,9,Citizen773,-10.0,shame, shame, peace
282,40,9,Citizen812,10.0,peace, sadness, serenity
282,40,9,Citizen859,10.0,fear, happiness, peace
282,40,9,Citizen243,10.0,peace, stress, gratitude
282,40,9,Citizen773,-10.0,joy, shame, guilt
282,40,9,Citizen514,10.0,joy, happiness, anger
282,40,9,Citizen838,-10.0,sadness, sadness, love
526,71,40,Citizen608,-30.0,frustration, anger, anger
526,71,40,Citizen253,10.0,joy, guilt, love
526,71,40,Citizen188,10.0,love, hope, shame
526,71,40,Citizen583,30.0,gratitude, hope, gratitude
526,71,40,Citizen592,30.0,contentment, peace, love
526,71,40,Citizen914,-30.0,stress, anger, fear
526,71,40,Citizen542,30.0,hope, happiness, serenity
526,71,40,Citizen725,10.0,contentment, love, sadness
526,71,40,Citizen37,10.0,frustration, hope, gratitude
526,71,40,Citizen446,10.0,joy, happiness, disgust
526,71,40,Citizen269,-10.0,guilt, serenity, sadness
Some(2023-06-28 23:30:55),597,8,66,Citizen380,-10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen409,30.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen803,30.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen322,10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen540,-10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen50,10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen969,30.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen18,-10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen210,-10.0,contentment, love, conflict
Some(2023-06-28 23:30:55),597,8,66,Citizen631,30.0,contentment, love, conflict
36,71,56,Citizen681,10.0,hope, shame, gratitude
36,71,56,Citizen644,10.0,hope, conflict, contentment
36,71,56,Citizen601,10.0,guilt, gratitude, gratitude
36,71,56,Citizen485,-10.0,gratitude, stress, envy
36,71,56,Citizen445,10.0,love, kindness, shame
36,71,56,Citizen578,10.0,sadness, love, happiness
36,71,56,Citizen835,10.0,contentment, sadness, harmony
36,71,56,Citizen71,-10.0,fear, happiness, sadness
36,71,56,Citizen681,-30.0,disgust, shame, disgust
36,71,56,Citizen175,-10.0,fear, guilt, serenity
36,71,56,Citizen990,10.0,happiness, love, envy
36,71,56,Citizen537,-30.0,shame, conflict, frustration
36,71,56,Citizen200,-10.0,happiness, conflict, fear
36,71,56,Citizen283,10.0,peace, shame, joy
526,74,39,Citizen291,30.0,joy, serenity, peace
526,74,39,Citizen679,-10.0,fear, conflict, harmony
526,74,39,Citizen608,-30.0,frustration, anger, anger
526,74,39,Citizen253,10.0,joy, guilt, love
526,74,39,Citizen188,10.0,love, hope, shame
526,74,39,Citizen583,30.0,gratitude, hope, gratitude
526,74,39,Citizen592,30.0,contentment, peace, love
526,74,39,Citizen914,-30.0,stress, anger, fear
526,74,39,Citizen542,30.0,hope, happiness, serenity
43,65,12,Citizen520,10.0,harmony, serenity, conflict
43,65,12,Citizen630,-10.0,love, sadness, fear
43,65,12,Citizen494,-10.0,kindness, shame, disgust
43,65,12,Citizen760,-10.0,conflict, love, anger
43,65,12,Citizen777,-30.0,fear, stress, shame
43,65,12,Citizen858,-10.0,anger, peace, disgust
235,94,37,Citizen837,30.0,joy, hope, contentment
235,94,37,Citizen853,10.0,disgust, serenity, love
235,94,37,Citizen152,10.0,serenity, sadness, love
235,94,37,Citizen342,30.0,happiness, joy, happiness
235,94,37,Citizen551,30.0,peace, love, joy
235,94,37,Citizen59,-10.0,contentment, envy, envy
235,94,37,Citizen369,10.0,conflict, harmony, love
235,94,37,Citizen81,-10.0,gratitude, stress, anger
235,94,37,Citizen141,10.0,hope, shame, peace
235,94,37,Citizen855,-30.0,envy, conflict, stress
235,94,37,Citizen565,-10.0,hope, disgust, stress
235,94,37,Citizen572,-10.0,happiness, frustration, conflict
235,94,37,Citizen747,-10.0,frustration, guilt, peace
899,30,63,Citizen8,-10.0,harmony, disgust, shame
899,30,63,Citizen35,-30.0,stress, envy, stress
899,30,63,Citizen263,-30.0,fear, guilt, stress
899,30,63,Citizen557,10.0,serenity, hope, frustration
899,30,63,Citizen8,10.0,love, hope, conflict
899,30,63,Citizen284,-10.0,fear, stress, serenity
899,30,63,Citizen882,10.0,frustration, hope, serenity
899,30,63,Citizen112,-10.0,envy, stress, happiness
899,30,63,Citizen710,10.0,joy, serenity, fear
899,30,63,Citizen697,-10.0,contentment, envy, guilt
899,30,63,Citizen926,-10.0,envy, happiness, conflict
899,30,63,Citizen713,30.0,harmony, gratitude, contentment
899,30,63,Citizen550,-10.0,envy, conflict, love
71,60,56,Citizen166,10.0,kindness, stress, harmony
71,60,56,Citizen843,10.0,kindness, gratitude, frustration
71,60,56,Citizen357,-30.0,guilt, shame, sadness
71,60,56,Citizen937,10.0,contentment, serenity, stress
71,60,56,Citizen201,10.0,harmony, conflict, kindness
71,60,56,Citizen253,10.0,stress, hope, peace
43,67,12,Citizen404,10.0,stress, contentment, contentment
43,67,12,Citizen334,10.0,stress, peace, kindness
43,67,12,Citizen199,-10.0,serenity, sadness, disgust
43,67,12,Citizen520,10.0,harmony, serenity, conflict
43,67,12,Citizen630,-10.0,love, sadness, fear
43,67,12,Citizen494,-10.0,kindness, shame, disgust
43,67,12,Citizen760,-10.0,conflict, love, anger
899,32,63,Citizen60,30.0,serenity, peace, love
899,32,63,Citizen8,-10.0,harmony, disgust, shame
899,32,63,Citizen35,-30.0,stress, envy, stress
899,32,63,Citizen263,-30.0,fear, guilt, stress
899,32,63,Citizen557,10.0,serenity, hope, frustration
899,32,63,Citizen8,10.0,love, hope, conflict
899,32,63,Citizen284,-10.0,fear, stress, serenity
899,32,63,Citizen882,10.0,frustration, hope, serenity
899,32,63,Citizen112,-10.0,envy, stress, happiness
899,32,63,Citizen710,10.0,joy, serenity, fear
899,32,63,Citizen697,-10.0,contentment, envy, guilt
282,40,10,Citizen594,-10.0,serenity, fear, disgust
282,40,10,Citizen888,30.0,hope, love, love
282,40,10,Citizen707,-10.0,kindness, sadness, envy
282,40,10,Citizen978,-30.0,shame, sadness, sadness
282,40,10,Citizen40,10.0,conflict, happiness, kindness
282,40,10,Citizen773,-10.0,shame, shame, peace
282,40,10,Citizen859,10.0,fear, happiness, peace
282,40,10,Citizen243,10.0,peace, stress, gratitude
282,40,10,Citizen773,-10.0,joy, shame, guilt
282,40,10,Citizen514,10.0,joy, happiness, anger
282,40,10,Citizen838,-10.0,sadness, sadness, love
964,91,7,Citizen945,10.0,anger, disgust, harmony
964,91,7,Citizen290,30.0,anger, disgust, harmony
964,91,7,Citizen599,-10.0,anger, disgust, harmony
964,91,7,Citizen809,30.0,anger, disgust, harmony
964,91,7,Citizen908,10.0,anger, disgust, harmony
964,91,7,Citizen769,30.0,anger, disgust, harmony
964,91,7,Citizen329,-10.0,anger, disgust, harmony
964,91,7,Citizen696,30.0,anger, disgust, harmony
964,91,7,Citizen189,30.0,anger, disgust, harmony
964,91,7,Citizen861,10.0,anger, disgust, harmony
526,70,41,Citizen253,10.0,joy, guilt, love
526,70,41,Citizen188,10.0,love, hope, shame
526,70,41,Citizen583,30.0,gratitude, hope, gratitude
526,70,41,Citizen914,-30.0,stress, anger, fear
526,70,41,Citizen542,30.0,hope, happiness, serenity
526,70,41,Citizen725,10.0,contentment, love, sadness
526,70,41,Citizen37,10.0,frustration, hope, gratitude
526,70,41,Citizen446,10.0,joy, happiness, disgust
526,70,41,Citizen269,-10.0,guilt, serenity, sadness
526,70,41,Citizen383,10.0,peace, fear, love
Some(2023-06-28 23:37:56),219,15,3,Citizen760,30.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen144,30.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen129,10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen932,-10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen506,10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen756,30.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen240,30.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen326,10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen798,-10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen369,10.0,stress, peace, serenity
Some(2023-06-28 23:37:56),219,15,3,Citizen375,10.0,stress, peace, serenity
946,76,58,Citizen17,-30.0,disgust, stress, frustration
946,76,58,Citizen528,10.0,harmony, fear, peace
946,76,58,Citizen78,-10.0,sadness, conflict, contentment
946,76,58,Citizen453,10.0,happiness, shame, joy
946,76,58,Citizen837,-10.0,happiness, fear, disgust
946,76,58,Citizen681,10.0,hope, shame, gratitude
946,76,58,Citizen644,10.0,hope, conflict, contentment
946,76,58,Citizen601,10.0,guilt, gratitude, gratitude
946,76,58,Citizen485,-10.0,gratitude, stress, envy
946,76,58,Citizen445,10.0,love, kindness, shame
946,76,58,Citizen578,10.0,sadness, love, happiness
946,76,58,Citizen835,10.0,contentment, sadness, harmony
453,89,36,Citizen796,-10.0,happiness, harmony, hope
453,89,36,Citizen663,10.0,happiness, harmony, hope
453,89,36,Citizen528,10.0,happiness, harmony, hope
453,89,36,Citizen327,10.0,happiness, harmony, hope
453,89,36,Citizen734,-10.0,happiness, harmony, hope
453,89,36,Citizen289,30.0,happiness, harmony, hope
453,89,36,Citizen709,10.0,happiness, harmony, hope
453,89,36,Citizen491,-10.0,happiness, harmony, hope
453,89,36,Citizen698,10.0,happiness, harmony, hope
453,89,36,Citizen326,-10.0,happiness, harmony, hope
453,89,36,Citizen26,30.0,happiness, harmony, hope
453,89,36,Citizen799,-10.0,happiness, harmony, hope
453,89,36,Citizen480,-10.0,happiness, harmony, hope
453,89,36,Citizen529,10.0,happiness, harmony, hope
453,89,36,Citizen569,10.0,happiness, harmony, hope
36,74,58,Citizen528,10.0,harmony, fear, peace
36,74,58,Citizen78,-10.0,sadness, conflict, contentment
36,74,58,Citizen453,10.0,happiness, shame, joy
36,74,58,Citizen837,-10.0,happiness, fear, disgust
36,74,58,Citizen681,10.0,hope, shame, gratitude
36,74,58,Citizen644,10.0,hope, conflict, contentment
36,74,58,Citizen601,10.0,guilt, gratitude, gratitude
36,74,58,Citizen485,-10.0,gratitude, stress, envy
36,74,58,Citizen445,10.0,love, kindness, shame
36,74,58,Citizen578,10.0,sadness, love, happiness
36,74,58,Citizen835,10.0,contentment, sadness, harmony
36,74,58,Citizen71,-10.0,fear, happiness, sadness
36,74,58,Citizen175,-10.0,fear, guilt, serenity
36,74,53,Citizen453,10.0,happiness, shame, joy
36,74,53,Citizen835,-10.0,anger, shame, contentment
36,74,53,Citizen681,10.0,hope, shame, gratitude
36,74,53,Citizen644,10.0,hope, conflict, contentment
36,74,53,Citizen601,10.0,guilt, gratitude, gratitude
36,74,53,Citizen485,-10.0,gratitude, stress, envy
36,74,53,Citizen609,-10.0,guilt, love, conflict
36,74,53,Citizen707,-10.0,peace, guilt, envy
36,74,53,Citizen445,10.0,love, kindness, shame
36,74,53,Citizen578,10.0,sadness, love, happiness
36,74,53,Citizen835,10.0,contentment, sadness, harmony
36,74,53,Citizen71,-10.0,fear, happiness, sadness
